Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,cp_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
BF,1,610,2301,6,594,1248,403,14,3699,1708,6,6,6,42,0,3.0661ns,-,-,-,-,25,-,-
BF,1,611,2281,6,594,1248,385,14,3640,1683,6,6,6,40,0,2.9055ns,-,-,-,-,25,-,-
BF,1,612,3672,8,1689,1440,481,14,6003,2812,8,8,8,48,0,3.2891ns,-,-,-,-,25,-,-
BF,1,613,3634,8,1711,1440,427,14,5885,2772,8,8,8,42,0,3.1328ns,-,-,-,-,25,-,-
BF,1,614,5961,5,4488,1146,277,14,9795,4699,5,5,5,36,0,3.2109ns,-,-,-,-,16,-,-
BF,1,616,2297,7,588,1248,404,14,3693,1705,7,7,7,43,0,3.1541ns,-,-,-,-,26,-,-
BF,1,617,2277,7,588,1248,386,14,3634,1680,7,7,7,41,0,3.0035ns,-,-,-,-,26,-,-
BF,1,620,2448,6,589,1344,453,12,3930,1813,6,6,6,50,0,3.0421ns,-,-,-,-,23,-,-
BF,1,621,2402,6,589,1344,415,12,3788,1756,6,6,6,42,0,2.7848ns,-,-,-,-,23,-,-
BF,1,622,3869,8,1684,1536,569,12,6382,2972,8,8,8,68,0,3.3151ns,-,-,-,-,23,-,-
BF,1,623,3733,8,1686,1536,454,12,5995,2824,8,8,8,45,0,3.1328ns,-,-,-,-,23,-,-
BF,1,624,6083,5,4483,1242,308,12,9948,4774,5,5,5,38,0,3.2109ns,-,-,-,-,14,-,-
BF,1,626,2444,7,583,1344,454,12,3924,1810,7,7,7,51,0,3.1301ns,-,-,-,-,24,-,-
BF,1,627,2398,7,583,1344,416,12,3782,1753,7,7,7,43,0,2.9028ns,-,-,-,-,24,-,-
BF,1,630,2153,4,584,1194,349,0,3353,1548,4,4,4,26,0,2.7448ns,-,-,-,-,20,-,-
BF,1,631,2153,4,584,1194,349,0,3353,1548,4,4,4,26,0,2.7448ns,-,-,-,-,20,-,-
BF,1,632,3490,6,1679,1392,391,0,5565,2625,6,6,6,28,0,3.1328ns,-,-,-,-,20,-,-
BF,1,633,3490,6,1679,1392,391,0,5565,2625,6,6,6,28,0,3.1328ns,-,-,-,-,20,-,-
BF,1,634,5706,3,4478,1044,162,0,9243,4477,3,3,3,22,0,3.2109ns,-,-,-,-,11,-,-
BF,1,635,5706,3,4478,1044,162,0,9243,4477,3,3,3,22,0,3.2109ns,-,-,-,-,11,-,-
BF,1,636,2156,5,578,1200,351,0,3364,1554,5,5,5,27,0,2.7448ns,-,-,-,-,21,-,-
BF,1,637,2156,5,578,1200,351,0,3364,1554,5,5,5,27,0,2.7448ns,-,-,-,-,21,-,-
FCNT_A,1,67,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,1010101010,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,99999,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,88888,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,77777,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,66666,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,55555,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,44444,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,33333,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,22222,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,11111,1187,7,601,366,165,0,2225,1084,8,8,8,55,-,2.4076ns,-,-,-,-,20,-,-
FCNT_A,1,110,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,1010101010,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,99999,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,88888,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,77777,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,66666,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,55555,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,44444,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,33333,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,22222,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,11111,1111,12,578,342,158,0,2109,1004,12,12,12,33,-,2.4076ns,-,-,-,-,28,-,-
FCNT_A,1,116,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,1010101010,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,99999,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,88888,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,77777,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,66666,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,55555,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,44444,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,33333,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,22222,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,11111,1145,12,578,360,158,0,2147,1022,13,13,13,49,-,2.4076ns,-,-,-,-,21,-,-
FCNT_A,1,237,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,1010101010,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,99999,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,88888,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,77777,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,66666,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,55555,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,44444,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,33333,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,22222,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,11111,1734,4,596,804,285,0,2878,1334,5,5,5,49,-,2.7448ns,-,-,-,-,15,-,-
FCNT_A,1,274,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
FCNT_A,1,1010101010,2406,10,622,1254,513,0,4114,1773,10,10,10,17,0,2.5971ns,-,-,-,-,10,-,-
FCNT_A,1,99999,2954,5,1237,1242,470,0,5008,2261,5,5,5,5,0,2.5659ns,-,-,-,-,5,-,-
FCNT_A,1,88888,3191,4,1639,1188,360,0,5229,2435,4,4,4,4,0,2.4459ns,-,-,-,-,4,-,-
FCNT_A,1,77777,3338,3,2041,1044,250,0,5420,2590,3,3,3,3,0,2.3659ns,-,-,-,-,3,-,-
FCNT_A,1,66666,3756,2,2649,930,177,0,6087,2953,2,2,2,0,0,3.3509ns,-,-,-,-,2,-,-
FCNT_A,1,55555,3756,2,2649,930,177,0,6087,2953,2,2,2,0,0,3.3509ns,-,-,-,-,2,-,-
FCNT_A,1,44444,4126,2,3051,930,145,0,6577,3196,2,2,2,0,0,3.3509ns,-,-,-,-,2,-,-
FCNT_A,1,33333,4881,2,3659,1110,112,0,7602,3715,2,2,2,0,0,3.2809ns,-,-,-,-,2,-,-
FCNT_A,1,22222,5123,2,4061,966,96,0,8076,3940,2,2,2,0,0,3.2109ns,-,-,-,-,2,-,-
FCNT_A,1,11111,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
FCNT_A,1,427,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,1010101010,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,99999,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,88888,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,77777,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,66666,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,55555,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,44444,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,33333,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,22222,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,11111,1656,6,583,810,234,0,2699,1285,7,7,7,29,-,2.7448ns,-,-,-,-,17,-,-
FCNT_A,1,557,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,1010101010,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,99999,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,88888,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,77777,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,66666,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,55555,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,44444,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,33333,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,22222,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,11111,1847,4,596,906,329,3,2965,1358,4,4,4,13,0,2.7448ns,-,-,-,-,14,-,-
FCNT_A,1,590,2076,2,578,1188,309,0,3062,1426,2,2,2,1,0,2.7248ns,-,-,-,-,10,-,-
FCNT_A,1,88888,2076,2,578,1188,309,0,3062,1426,2,2,2,1,0,2.7248ns,-,-,-,-,10,-,-
FCNT_A,1,77777,2076,2,578,1188,309,0,3062,1426,2,2,2,1,0,2.7248ns,-,-,-,-,10,-,-
FCNT_A,1,66666,2076,2,578,1188,309,0,3062,1426,2,2,2,1,0,2.7248ns,-,-,-,-,10,-,-
FCNT_A,1,55555,2076,2,578,1188,309,0,3062,1426,2,2,2,1,0,2.7248ns,-,-,-,-,10,-,-
FCNT_A,1,44444,2076,2,578,1188,309,0,3062,1426,2,2,2,1,0,2.7248ns,-,-,-,-,10,-,-
FCNT_A,1,33333,2076,2,578,1188,309,0,3062,1426,2,2,2,1,0,2.7248ns,-,-,-,-,10,-,-
FCNT_A,1,22222,2076,2,578,1188,309,0,3062,1426,2,2,2,1,0,2.7248ns,-,-,-,-,10,-,-
FCNT_A,1,11111,2076,2,578,1188,309,0,3062,1426,2,2,2,1,0,2.7248ns,-,-,-,-,10,-,-
GO,1,0,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
GO,1,1,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
GO,1,2,5138,11,4463,552,106,0,8602,4155,11,11,11,17,-,3.2109ns,-,-,-,-,11,-,-
GO,1,3,5138,11,4463,552,106,0,8602,4155,11,11,11,17,-,3.2109ns,-,-,-,-,11,-,-
GO,1,4,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
GO,1,5,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
GO,1,6,2724,5,596,1632,443,15,4200,1932,5,5,5,38,0,2.9648ns,-,-,-,-,28,-,-
GO,1,7,2724,5,596,1632,443,15,4200,1932,5,5,5,38,0,2.9648ns,-,-,-,-,28,-,-
GO,1,8,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
GO,1,9,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
GO,1,10,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
GO,1,11,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
GO,1,12,2724,5,596,1632,443,15,4200,1932,5,5,5,38,0,2.9648ns,-,-,-,-,28,-,-
GO,1,13,2724,5,596,1632,443,15,4200,1932,5,5,5,38,0,2.9648ns,-,-,-,-,28,-,-
GO,1,14,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
GO,1,15,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
GO,1,16,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
GO,1,17,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
GO,1,18,2724,5,596,1632,443,15,4200,1932,5,5,5,38,0,2.9648ns,-,-,-,-,28,-,-
GO,1,19,2724,5,596,1632,443,15,4200,1932,5,5,5,38,0,2.9648ns,-,-,-,-,28,-,-
GO,1,20,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
GO,1,21,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
GO,1,22,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
GO,1,23,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,0,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,1010101010,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,99999,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,88888,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,77777,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,66666,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,55555,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,44444,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,33333,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,22222,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,11111,1636,7,587,768,249,0,2750,1310,7,7,7,32,-,2.4076ns,-,-,-,-,45,-,-
FCNT_B,1,4,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,1010101010,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,99999,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,88888,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,77777,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,66666,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,55555,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,44444,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,33333,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,22222,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,11111,1690,13,578,774,288,0,2971,1425,13,13,13,50,-,2.4576ns,-,-,-,-,37,-,-
FCNT_B,1,8,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
FCNT_B,1,1010101010,2406,10,622,1254,513,0,4114,1773,10,10,10,17,0,2.5971ns,-,-,-,-,10,-,-
FCNT_B,1,99999,2954,5,1237,1242,470,0,5008,2261,5,5,5,5,0,2.5659ns,-,-,-,-,5,-,-
FCNT_B,1,88888,3191,4,1639,1188,360,0,5229,2435,4,4,4,4,0,2.4459ns,-,-,-,-,4,-,-
FCNT_B,1,77777,3338,3,2041,1044,250,0,5420,2590,3,3,3,3,0,2.3659ns,-,-,-,-,3,-,-
FCNT_B,1,66666,3756,2,2649,930,177,0,6087,2953,2,2,2,0,0,3.3509ns,-,-,-,-,2,-,-
FCNT_B,1,55555,3756,2,2649,930,177,0,6087,2953,2,2,2,0,0,3.3509ns,-,-,-,-,2,-,-
FCNT_B,1,44444,4126,2,3051,930,145,0,6577,3196,2,2,2,0,0,3.3509ns,-,-,-,-,2,-,-
FCNT_B,1,33333,4881,2,3659,1110,112,0,7602,3715,2,2,2,0,0,3.2809ns,-,-,-,-,2,-,-
FCNT_B,1,22222,5123,2,4061,966,96,0,8076,3940,2,2,2,0,0,3.2109ns,-,-,-,-,2,-,-
FCNT_B,1,11111,4991,1,4463,528,0,0,7952,3906,1,1,1,0,0,3.1409ns,-,-,-,-,1,-,-
FCNT_B,1,10,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,1010101010,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,99999,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,88888,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,77777,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,66666,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,55555,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,44444,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,33333,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,22222,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
FCNT_B,1,11111,2648,3,578,1626,419,0,3976,1829,3,3,3,25,0,2.7448ns,-,-,-,-,19,-,-
